sentiment,review,context
neutra," call kid their hand diy 10 recip",politics
neutra,"businessman josu gome profil occupi fazenda",politics
neutra,"flaw act presid victim preach",politics
neutra,"banksi buyer crush sothebi s auction maintain acquisit work ",politics
neutra," i delight friend seminarian kill accid raposo tavar highway eve present cbt journal journalsp",politics
neutra," macron propos equal social secur system",politics
neutra,"man appear offend noheastern son presid",politics
neutra," age exp do karat keep healthi",politics
neutra,"whi astronaut soyuz spacecraft emerg land journal",politics
neutra,"hacker send fake promot letter scam internet",politics
neutra," tri attract joaquim barbosa josu gome",politics
neutra,"trio carioca out approach clube da esquina album journal",politics
neutra," presid s vice offici make union rio",politics
neutra,"interest must le profit ",politics
neutra,"facebook delet 810 account u spread misinform",politics
neutra,"rodrigo tavar announc suppo doria journal journalsp",politics
neutra," camara get younger militari feminin",politics
neutra,"groom thrill friend send hand hammer braill invit",politics
neutra,"egypt cou sentenc death 17 attack christian church",politics
neutra,"student swastika call teacher black chicken ",politics
neutra," presid admit debat strategi ",politics
neutra,"main point presid govern program ",politics
neutra,"presid death toll militari dictatorship same carniv elections2018",politics
neutra,"presid doe debat paicip event hospit discharg",politics
neutra,"witzel receiv hous assist judg though own home journal journalrio",politics
neutra," world s longest flight take off singapor u",politics
neutra,"citizen babi beast beatl 4kid enliven parent child",politics
neutra,"parallel interview presid respond 11 topic",politics
neutra," defeat deputi candid make post gun drawn ",politics
neutra,"candid governor run 2nd suppo race presid journal",politics
neutra," liber convinc ostermann left psl presid",politics
neutra,"millionair auction 5 icon vehicl move market 2018",politics
neutra,"group general set hq brasilia discus presid s govern",politics
neutra,"ideal beer pair each type meat",politics
neutra,"journal car justic suspend mercosur standard plate",politics
neutra,"low sinc world cup gabriel jesus seek recov space select",politics
neutra,"snake appear disappear frighten resid build agua clara df boa constrictor creat resid 28th floor disappear 10 day ago appear insid apament closet 23rd floor journal journaldf",politics
neutra,"skank da beijo na guanabara bonus recycl group s three album journal",politics
neutra," presid possibl ministri gay woman black",politics
neutra,"venezuela councilman repo drown under tour former prosecutor ",politics
neutra,"presid s team discus whether econom agenda attack onc",politics
neutra,"blogger lala rudg take ice jewelri store tiffani co suppo presid",politics
neutra,"polic discov captiv 43 wild bird victim abus countrysid journal journalsp",politics
neutra," host biggest basketbal cultur festiv latin america",politics
neutra," elect minist financ economist businessman banker journal",politics
neutra,"n t minist gay woman black want do job presid journal",politics
neutra,"nick cave arriv invigor fan",politics
neutra,"mercosur plate suspend justic provision decis journal",politics
neutra," tucano suppo ask profound self critic candidaci",politics
neutra,"rede want gilmar prevent grant habea corpus process anoth topic ",politics
neutra,"follo",politics
neutra,"kroton conclud purchas control somo educacao journal",politics
neutra,"event psl bench rio presid attack press",politics
neutra," therapeut marijuana author uk lithuania",politics
neutra,"posit promis marcio franca seek voter presid",politics
neutra,"black student repo racist offens polic ufsm i felt attack student",politics
neutra," facebook delet hundr account dissemin misinform usa",politics
neutra," s fake audio talk presid s bomb plan discus fgv",politics
neutra,"5 deputi elect rais money journal",politics
neutra,"unanim stf releas transpo live anim santo",politics
neutra,"strategi presid admit possibl debat",politics
neutra,"leader ccp depo paraguay arrest ecstasi peruib",politics
neutra,"pictur destroy banksi may doubl valu exp",politics
neutra,"should leav pay doria psdb group suppo",politics
neutra,"johnni depp felt controversi over cast fantast beast ",politics
neutra,"dog beaten stone owner squar interior rescu ngo aggress record journal journalsp",politics
neutra,"comment look case richthofen famili widow merchant ",politics
neutra," corinthian close master sponsorship final cup",politics
neutra,"nick cave arriv tour shape tragedi son s death",politics
neutra,"music attract tast franz ferdinand pato fu pas joao bosco nick cave seed",politics
neutra," i delight friend seminarian kill accid raposo tavar highway eve present cbt journal journalsp",politics
neutra,"social secur contribut doe appli addit server",politics
neutra,"chees yogu prevent type 2 diabet studi indic",politics
neutra,"kiss heal huh presid joke gay suppoer elections2018",politics
neutra,"witzel receiv hous assist judg though own home journal journalrio",politics
neutra,"presid admit should debat strategi",politics
neutra,"rodrigo tavar announc suppo doria journal journalsp",politics
neutra," armi sign ordin creat militari colleg state",politics
neutra," sergio cabral remain solitari determin justic rio ",politics
neutra,"doria stroke presid receiv suppo rodrigo tavar",politics
neutra,"whi astronaut soyuz spacecraft emerg land journal",politics
neutra," kany west meet trump make feel like superman ",politics
neutra,"attack funai s base mt leav dead injur",politics
neutra,"presid s suppo israel threaten sale meat islam countri journal elections2018",politics
neutra,"fernando sorocaba justifi label seanejo universitario record music enem s entranc student journal",politics
neutra," govern fine mcdonald s r 6 million abus adveis",politics
neutra,"half venezuela s doctor left countri between 2012 2017 ngo ",politics
neutra,"pae tri disengag ex judg witzel presid rio",politics
neutra,"peter jackson reliv world war 3d documentari",politics
neutra,"hurrican michael kill six leav trail destruct u",politics
neutra,"almost 7 pm singapor back oper world s longest flight",politics
neutra,"kroton conclud purchas control somo educacao",politics
neutra," brother senat sell influenc profit sus scheme pf",politics
neutra,"barreto interior faith erect branch nation basilica honor nossa senhora aparecida journal journalsp",politics
neutra," if traitor s joao s alckmin doria s wife",politics
neutra,"78 truck driver overweight survey",politics
neutra," livraria cultura teatro eva herz close their door rio",politics
neutra,"presid s econom team diverg central theme",politics
neutra,"justic grant freedom marconi perillo",politics
neutra,"chelsea want send racist fan meet ex nazi camp poland journal",politics
neutra,"laura carvalho escap debat presid seem invest sow doubt journal elections2018",politics
neutra," harri potter univers inspir collect glass watch",politics
neutra,"u want restrict civil nuclear technolog expo china",politics
neutra," search suppo meet joaquim barbosa brasilia ",politics
neutra,"presid whi interview debat ",politics
neutra," pm s car crash train en rout sc journal journalsc",politics
neutra,"frustrat ciro meet joaquim barbosa search suppo",politics
neutra," procuradoria recommend nation archiv plan fire panic",politics
neutra,"mobil campaign whatsapp jesus christ becom guarantor execution candid journal elections2018",politics
neutra,"u announc restrict nuclear technolog expo china",politics
neutra,"long weekend six show track check schedul",politics
neutra,"tesla s problem overestim autom underestim human",politics
neutra,"face saudi arabia return trio neymar coutinho jesus",politics
neutra,"show confidenti lawsuit offic group former mayor mage",politics
neutra," samsung announc camera phone four lens galaxi a9",politics
neutra,"facebook exclud 800 account make polit spam user",politics
neutra,"melania trump must person most bulli world journal",politics
neutra," pictur destroy banksi may doubl valu exp",politics
neutra,"janio de freita treat presid equival unfair journal elections2018 presid ",politics
neutra,"interfaith movement declar suppo barbar ",politics
neutra,"check open close holiday nossa senhora aparecida",politics
neutra,"world sweet milk find delicaci came call other countri journal",politics
neutra,"renew argentina thrash iraq befor face",politics
neutra," tse order investig game which bolsomito attack feminist gay black",politics
neutra,"milan flamengo sign noweement paqueta s announc januari ",politics
neutra," through democraci democraci end antonio fagund",politics
neutra,"ladi gaga reinvent herself goe exot pop star oscar list actress",politics
neutra,"investig investig eliseu padilha",politics
neutra,"eliana calmon suppo presid bridg judiciari",politics
neutra,"clinic patient outbreak kill two axe coast",politics
neutra,"stf reaffirm legal outsourc core activ journal",politics
neutra,"econom issu prioriti presid s son",politics
neutra," brazilian popular music lost mazzola",politics
neutra,"1 million hit elector tune tool compar view presidenti candid access",politics
neutra,"econom problem studi",politics
neutra,"debussi s opera return municip theater check week s conc",politics
neutra,"presid admit may debat releas doctor ",politics
neutra," depress famili rememb 4 remark book zibia gasparetto",politics
neutra,"donald trump chang oil tanker rout around world",politics
neutra,"exterior holiday countri dollar rise r 378 stock market fall",politics
neutra,"kiss alli presid s alli preach path begin",politics
neutra,"presid question polit motiv death capoeira master author homicid said testimoni act perform due prefer ceain polit candid elections2018 ergfmb4wuf",politics
neutra,"number negat brazilian rise 39 reach 62 million spc",politics
neutra,"black student repo racist offens polic ufsm i felt attack student journal journalr",politics
neutra,"trump bust serv dog urin brooklyn",politics
neutra,"dodg denounc tcu minist son charg influenc peddl",politics
neutra,"stf withdraw social secur contribut third vacat employe",politics
neutra," procuradoria denounc tcu s minist influenc peddl alleg irregular receipt r 22 million",politics
neutra,"exterior eve holiday countri bolsa fall dollar goe",politics
neutra,"ciro travel abroad frustrat s plan 2nd",politics
neutra,"movement highway state holiday eve journal journalsp",politics
neutra,"need detach himself lula chanc win harvard brazilianist journal elections2018",politics
neutra,"read vejaessa",politics
neutra," tite saudi arabia offer greater difficulti ",politics
neutra,"tse want whatsapp fight fake news elections2018",politics
neutra,"intern show week rang camila cabello franz ferdinand",politics
neutra,"former target member cristovam buarqu declar",politics
neutra,"pro presid wave santa catarina reach social stratum journal datafolha elections2018",politics
neutra,"ibovespa close fall ny elect caution",politics
neutra," presid announc name three minist eventu govern",politics
neutra,"dollar rise risk avers abroad 4th week retreat",politics
neutra,"kill 2011 british singer ami winehous return stage form hologram",politics
neutra,"candid governor run 2nd suppo race presid journal",politics
neutra,"mcdonald fine r 6 million ronald show school",politics
neutra,"type person elect like fight ",politics
neutra,"chang campaign logo presid critic aggress",politics
neutra,"major voter decid least month befor elect",politics
neutra,"orwel s anim revolut adapt comic",politics
neutra,"downtown 10 hour free ballad saturday map",politics
neutra,"movement alcirina through center ask u ",politics
neutra,"film star born strong bet oscar",politics
neutra,"read vejaessa",politics
neutra,"snake appear disappear frighten resid build agua clara df boa creat resid 28th floor disappear 10 day ago appear insid 23rd floor apament closet journal journaldf",politics
neutra,"4 black chamber maintain racial dispar journal elections2018",politics
neutra,"bmw buy control automak china beij loosen rule",politics
neutra,"cristovam buarqu declar authoritarian intoler elections2018",politics
neutra,"presid confirm onyx civil hous heleno ministri defens",politics
neutra,"through ticket prison plan blow car bomb brasilia other capit ",politics
neutra," toni blair 50 chanc anoth brexit referendum",politics
neutra,"follo",politics
neutra,"presid tell alli medium adversari recommend talk journalist elections2018",politics
neutra,"presid must kill reform year govern psl leader",politics
neutra,"manuela d avila s speech christian holiday fals",politics
neutra,"marconi releas leav pf headquaer arrest suspicion receiv bribe odebrecht journal journalgoia",politics
neutra,"matia spektor polit system went under presid caus journal elections2018 presid",politics
neutra,"justic mg determin psychiatr exam aggressor presid presid journal journalmina",politics
neutra,"defeat cruzeiro denilson provok corinthian tv program by",politics
neutra,"intern film festiv publish full program",politics
neutra,"accid soyuz expo decad russian program leav astronaut ride",politics
neutra,"stf reaffirm legal outsourc core activ journal",politics
neutra," love sex drop audienc citi countri",politics
neutra,"economist again critic presid it easier armi contain suppo ",politics
neutra,"exit holiday rio s road traffic bottl ",politics
neutra,"russian player arrest suspicion assault moscow",politics
neutra,"panel turn around imposs aim voter chose abstain journal elections2018",politics
neutra,"woman repo beaten pm fight ex husband maceio journal journalalagoa",politics
neutra,"mini doc dilemma brazilian depend cannabidiol grow marijuana bear cost impo drug",politics
neutra,"mariell s killer biotyp identifi prosecutor",politics
neutra,"melania trump woman provid concret evid rape ",politics
neutra,"program provid action align cathol principl ",politics
neutra,"phone call doria plan visit presid elections2018",politics
neutra,"result contest 4 798 quina",politics
neutra,"beckon market worst mistak boulo",politics
neutra,"8 adult world obes world obes",politics
neutra,"dog beaten stone owner squar interior rescu ngo aggress record journal journalsp",politics
neutra,"minist cultur warn roger water entrepreneur boo by",politics
neutra,"woman older one reject decid candid datafolha journal elections2018 datafolha",politics
neutra,"businesswoman ask daughter kill i n t mother answer ",politics
neutra,"temer s daughter declar suppo",politics
neutra,"debat witzel want someon joaquim levi fazenda rj",politics
neutra,"link assembl god psc formal suppo presid presid",politics
neutra,"juca defeat senat februari work ",politics
neutra,"make cloth 1st index fashion transpar born",politics
neutra,"zibia gasparetto s bodi buri cemeteri journal journalsp",politics
neutra,"vera magalha move bolsofamilia by",politics
neutra,"edit satyriana return roosevet imagin presidenti candid",politics
neutra,"real madrid sue newspap relat accus cristiano",politics
neutra,"daniela lima murder capoeira master show necessari reviv basic valu journal elections2018",politics
neutra,"blog andreia sadi amid disnow ministri insist urgenc pension reform journal",politics
neutra,"psc link assembl god declar suppo presid 2nd",politics
neutra,"gued deni fraud prosecut tri confus voter ",politics
neutra,"ciro travel abroad frustrat s plan 2nd",politics
neutra,"justic order releas ex governor marconi perillo",politics
neutra,"return senat juca announc mdb suppo next govern ",politics
neutra,"japanes atom bomb survivor treat hospit journal",politics
neutra,"seem doe elect samuel pessoa",politics
neutra,"suspect assault tie neck drag shot natal journal journalrn",politics
neutra," andi warhol s parent hous slovak villag bring togeth pop aist museum",politics
neutra,"intend send reform congress month govern",politics
neutra,"rapper kany west discus prison reform trump white hous",politics
neutra,"juca attribut defeat poll lava jato press venezuelan",politics
neutra,"corinthian close master sponsorship final cup",politics
neutra,"panel bolsonarist dissemin specif messag noheast journal elections2018",politics
neutra,"ram recal 2500 pickup failur open rear cover journal",politics
neutra,"reduc meat consumpt necessari contain climat chang studi ",politics
neutra,"franc summon venezuelan ambassador death oppositionist",politics
neutra,"cabo daciolo ask tse cancel 1st",politics
neutra,"presid want group charg strateg point congress such ccj by",politics
neutra,"european stock indic reach lowest level 21 month",politics
neutra,"ximbinha accus injuri evid polic station para journal journalpara",politics
neutra,"brastemp launch webseri chef promot exclus dinner",politics
neutra,"effect jararaca bite combat plant molecul",politics
neutra,"amazon launch store 100 own oper analyst",politics
neutra,"rio school band famous 70 use instrument nazi brand ",politics
neutra,"presid predict r 100 billion super bolsa familia place daycar center journal elections2018",politics
neutra,"chelsea consid send anti semit fan educ cours auschwitz by",politics
neutra,"multishow exhibit chave marathon child s",politics
neutra,"govern open public consult auction energi suppli rr",politics
neutra,"candid point view similar your find journal elector tune",politics
neutra,"chine spi arrest taken unit state trial journal",politics
neutra," meet cnbb commit revok labor reform spend ceil",politics
