,sentiment,review,context
3749,positiva,fair n t rant s good s listen ,airline
3750,positiva,hope expand airpo fli famili year,airline
3751,positiva, ll stick compani flight effo appreci,airline
3752,positiva,n t total answer appreci prompt respons,airline
3753,positiva,excel guy best,airline
3754,positiva,final bag custom servic rep wonder,airline
3755,positiva,crew 4649 great today travel ft lauderdal louisvill 2 kid 7 thank,airline
3756,positiva, make direct flight san francisco,airline
3757,positiva,help phone rep accomid,airline
3758,positiva,repli contact custom care clarif issu,airline
3759,positiva,spam awesom vega help absolut amaz,airline
3760,positiva,safeti demonstr corpor funni reserv corni a url,airline
3761,positiva,hear bad thing fli weekend flight crew awesom ,airline
3762,positiva, relax flight,airline
3763,positiva, forgiven love custom s left ll s re bae ,airline
3764,positiva,sign forward southwest experi,airline
3765,positiva,make miracl custom servic depament friendliest phone call wheelsup,airline
3766,positiva,honest n t expect a fast respons chiberia,airline
3767,positiva,wonder time flight ogg msn lost rx eyeglass thick amessageir club chicago morn,airline
3768,positiva, re busi awesom asap ll deal,airline
3769,positiva,crew swa 4007 a high av 8b guy nice xw land nice,airline
3770,positiva,reschedul a direct flight nola tonight 10 minut hope hour earlier,airline
3771,positiva,crew 4028 tonight outstand god bless medic train passeng board,airline
3772,positiva,austin water bottl snack desk wait passeng flight book problem flight,airline
3773,positiva,forward direct flight california famili byebyeusairlin,airline
3774,positiva,safeti lovecompani,airline
3775,positiva,ad straight flight columbus oakland,airline
3776,positiva,jason 108639 gate 3 san afternoon companylin stellarservic ,airline
3777,positiva,thank cater load frustrat suppos 10 10happy0,airline
3778,positiva,leav,airline
3779,positiva,excel swa flight,airline
3780,positiva,a nice trip a looong vaca url,airline
3781,positiva, evalu fuher chairman,airline
3782,positiva,prefer jet blue guy best seat busi,airline
3783,positiva,a treat fli guy ,airline
3784,positiva,c,airline
3785,positiva,lost kindl mail,airline
3786,positiva, s a treat onboard enjoy flight ,airline
3787,positiva,love jet blue,airline
3788,positiva,love soft view travel san sfo url,airline
3789,positiva,care flight rockstar travel,airline
3790,positiva, fare dtw dca lower won,airline
3791,positiva,,airline
3792,positiva, re 2 grandbabi 2 week will travel dc bih reason fare saturday,airline
3793,positiva,appreci repli hope lax agent memo cheer,airline
3794,positiva,fa attend 4553 phl pwm tonight fab asset team 1f a great night team,airline
3795,positiva,cool best airlin compani hook ticket vega ,airline
3796,positiva,sky flight 833 bos sfo awesom crew helen rock,airline
3797,positiva,great 1k us651621,airline
3798,positiva,confirm messag,airline
3799,positiva,awww b6 glad hear day question idea tail oper flt 606 2maro ,airline
3800,positiva,,airline
3801,positiva, compani fli time wonder share link read url,airline
3802,positiva,awesom experi destinationdragon,airline
3803,positiva, loyalmosaicmemb,airline
3804,positiva,flight attend angel awesom 415 kudo,airline
3805,positiva,4 reflight book problem 2 day time compani wait time lt 5 second kudo excel custom servic,airline
3806,positiva, good work,airline
3807,positiva,ticket vega love imagin dragon,airline
3808,positiva,love atlanta ,airline
3809,positiva,love imagin dragon flip pls destinationdragon,airline
3810,positiva,pain come avi ,airline
3811,positiva,love imagin dragon eould die ticket,airline
3812,positiva,great buffalo will leav airplan s issu buffalo airpo,airline
3813,positiva, hope board tweet ey ,airline
3814,positiva,great hope notifi flight 2302 leav airplan,airline
3815,positiva,guy brilliant custom servic,airline
3816,positiva,,airline
3817,positiva,exict fli y all,airline
3818,positiva,will tweet better ,airline
3819,positiva, re excit fli jb will spring break,airline
3820,positiva,fli 2 week bring blanket bc s freez,airline
3821,positiva,ugh a hea ,airline
3822,positiva,n t rememb monday night nyc heabroken,airline
3823,positiva,definit will,airline
3824,positiva,free drink flight free promo,airline
3825,positiva,nawww compani fave airlin,airline
3826,positiva,willsunday a day,airline
3827,positiva, awesom,airline
3828,positiva,great custom servic,airline
3829,positiva,anna palm spring gate 19 deserv a medal handl 30 ppl miss flight a pro,airline
3830,positiva,thnx,airline
3831,positiva,guy awesom,airline
3832,positiva, number prioriti,airline
3833,positiva,love bae jetba,airline
3834,positiva,upgrad three crew member class passeng keepitclassi customerservic,airline
3835,positiva,gate check,airline
3836,positiva,return trip ,airline
3837,positiva,will contact,airline
3838,positiva,fantast s best flight servic ve,airline
3839,positiva,yup m set slc ground staff prompt help coueous,airline
3840,positiva,gracia appreci,airline
3841,positiva,alright appreci,airline
3842,positiva,releas flight septemb fli direct lbb la excit tripofalifetim,airline
3843,positiva,compani s a beauti place stay a day longer re book mn ,airline
3844,positiva,a wonder global class flight 777 fra great servic cont url,airline
3845,positiva,flt 912 capt herman amaz flight play captain wonder ambassador airlin,airline
3846,positiva,pdx airplan suuuuper hot,airline
3847,positiva,awesom plane flight 1701,airline
3848,positiva, huge kudo fo sunday s flt 1623 sjo iad hand daughter pair wing keep tradit aliv,airline
3849,positiva,go airway provid great servic,airline
3850,positiva,refund baggag appreci,airline
3851,positiva, s good hear updat busi meet,airline
3852,positiva,big ricardo olavarria reagan airpo fix ticket sure friend s wed greatservic,airline
3853,positiva,n t wait ll n t ,airline
3854,positiva,respond,airline
3855,positiva, firstclass london londonfashionweek lfw15 ,airline
3856,positiva,employe bwi amaz,airline
3857,positiva,cross countri flight rad s babi flier charlott 8thtime5monthsold url,airline
3858,positiva,sweet glad hear ll guy mind time,airline
3859,positiva,n t wait ,airline
3860,positiva,haha apolog ll flight book problem sooner late flightr love jetb,airline
3861,positiva,receiv awesom phone help jim today help switch flight book point,airline
3862,positiva,love air travel n t easier,airline
3863,positiva,spite flight delay great custom servic provid janet baggag employe karen 2 wonder employe compani,airline
3864,positiva,thks 1786 219 phl fll 1st class improv food phl fll crew super,airline
3865,positiva,appreci prompt respons,airline
3866,positiva,better holdon everythingsgonnabealright 4 brandloveaffair url truebluelov travel busi,airline
3867,positiva,live southwest imagin dragon favorit band met 2bestfriend amaz ,airline
3868,positiva,perfect coffe stay awak night ,airline
3869,positiva,jackpot legroom url,airline
3870,positiva,save mile visit famili 2015 will impact time mother plan chang rule,airline
3871,positiva,beauti ride ,airline
3872,positiva,great flight great view url,airline
3873,positiva,big yvonn anthoni chairman s desk top tier custom servic today outstand servic suppo,airline
3874,positiva,thnx lo ,airline
3875,positiva,help reflight book problem cancel flightedflight yvonn anthoni will help tel aviv time happyfriday,airline
3876,positiva,success good work compani team,airline
3877,positiva,send linkemail formal compliment iren slc best custom servic paxex,airline
3878,positiva,sure thing,airline
3879,positiva,hate fli a airlin re fav,airline
3880,positiva,absolut will ,airline
3881,positiva,shout flight 4386 crew amaz care doubl flight thankyou,airline
3882,positiva,hope n t a complain ve written good experi wyou make termin 5 ,airline
3883,positiva,send bloodi mari s row 27,airline
3884,positiva,love love love southwest rock url,airline
3885,positiva,understand help thx comp,airline
3886,positiva, flight 1051 book a flight depaur 355pm accur,airline
3887,positiva,flight bwi isp readi keep warm frigidfriday url,airline
3888,positiva,enjoy heathrow loung miss flight,airline
3889,positiva,gent phone fix bos mco flight fee waiver a320 flyfi forget ,airline
3890,positiva,great thought d d fli experi bearabl,airline
3891,positiva,guy rock url,airline
3892,positiva, m lostinlov wour branmessag url wemosaictogeth mint love,airline
3893,positiva,offer servic guy url,airline
3894,positiva,gr8 mint crew flight 123 lax re mintalici truebluelov shelleyanmessagearcrock travel air,airline
3895,positiva, ll touch moveaboutthecountri,airline
3896,positiva,want rout plan year newark love fli guy hope,airline
3897,positiva,total par amessageir club slide a coupl pas ,airline
3898,positiva,happi spend day s,airline
3899,positiva,message hn,airline
3900,positiva, ,airline
3901,positiva,inappropri board s,airline
3902,positiva,good fli compani businessfirst,airline
3903,positiva,want rout plan year newark love fli guy hope,airline
3904,positiva,want rout plan year newark love fli guy hope,airline
3905,positiva, ,airline
3906,positiva,reserv agent phone a great job,airline
3907,positiva,,airline
3908,positiva,amaz go cri omg,airline
3909,positiva, m makingloveoutofnothingatal brandloveaffair lax url,airline
3910,positiva,gosh go messag,airline
3911,positiva,definit will,airline
3912,positiva,asyoumight imagin pilot paicular touch gestur fo keepingtraditionsal,airline
3913,positiva,amaz custom servic bring disney princess half marathon,airline
3914,positiva,aw kind total extra 6 hour sit airpo soooo better,airline
3915,positiva,,airline
3916,positiva,thnx,airline
3917,positiva,love n t wait monday s return flight watch inflight safeti video sorrynotsorri,airline
3918,positiva,good news fix,airline
3919,positiva,best gagent a long time danni us628 dfw clt appreci irrop super profession,airline
3920,positiva,love told issu a refund n t a hurrican deni,airline
3921,positiva,n t wait 787 url,airline
3922,positiva,melinda reserv greensboro nc absolut jewel s amaz,airline
3923,positiva, 100 credit 4hr delay custom servic a lot thank,airline
3924,positiva, help a ton twitter acct today deserv a handshak a hot chocol flight problemsolv,airline
3925,positiva,a big mn kn patient clarifi compani domest,airline
3926,positiva,guy a raisegreat sta flight az mke,airline
3927,positiva,deborah help me,airline
3928,positiva,awesom ,airline
3929,positiva,dc will link check appreci,airline
3930,positiva,n t wait hear internship oppoun ,airline
3931,positiva, curious kind comp,airline
3932,positiva,total view camera readi haha evenmorespac evenmoreview url,airline
3933,positiva,shhhh n t steal deal,airline
3934,positiva,info quick respons,airline
3935,positiva,guy flight attend flight hilari ,airline
3936,positiva, s awesom love fli swa,airline
3937,positiva,flight book head california team march 6 8 n t wait expowest,airline
3938,positiva,book ticket august 20th 30th n t wait vacat,airline
3939,positiva,pilot ua475 land plane gentl place a pile whip cream smoothest land,airline
3940,positiva,well play lo,airline
3941,positiva,cours inflight crew great,airline
3942,positiva,best class denver lax s wonder,airline
3943,positiva, compani treat a disabledtravel a hassl flight,airline
3944,positiva,chair selfi flawless re phl crew bluehero ,airline
3945,positiva,offer so ,airline
3946,positiva,noh texa air american air employe hous educ great oppoun gr8 state texa,airline
3947,positiva,switch flight charg,airline
3948,positiva,baggag check flight crew friendliest flight 417 ogg lax,airline
3949,positiva,compani jetgreen jetr blue favorit color jet blue better ,airline
3950,positiva,time updat,airline
3951,positiva,current danc termin love stevi,airline
3952,positiva,awesom flight 676 philli tuesday pay row 15 re interest,airline
3953,positiva,sea den south sound volleybal team url,airline
3954,positiva,love song lt 3,airline
3955,positiva,love virgin,airline
3956,positiva,prompt assist,airline
3957,positiva,ooh good speak miamor iador url love lovesongfriday,airline
3958,positiva,sma angri mt paner bring free digit access onboard url,airline
3959,positiva,appreci sentiment ground miss connect,airline
3960,positiva,prompt respons hour enjoy vacat a bug app 255,airline
3961,positiva,,airline
3962,positiva,courseyouknow 2 lay a bedofros long re mint color url branmessag,airline
3963,positiva,messag,airline
3964,positiva,good 4 transcontinent flight 72h a pleasurerelief,airline
3965,positiva,help fli guessweflyingdelta,airline
3966,positiva,head buffalo trade cold boston colder buffalo caribbean time,airline
3967,positiva,lindsey southwest twitter team great servic a speedi resolut luvag swa,airline
3968,positiva, ll board,airline
3969,positiva,help shannon great custom servic ,airline
3970,positiva,help,airline
3971,positiva,talk reserv congratul friend good usair airlin fli,airline
3972,positiva,ha misread 2014 2015 clarifi ,airline
3973,positiva,plane n t peopl check teem moron,airline
3974,positiva,guy rock easi quick afford chang flight bestairlineev neverchang,airline
3975,positiva,remind a older flight d easi access add point jb account awesom servic,airline
3976,positiva,,airline
3977,positiva,mechan issu fix concern,airline
3978,positiva, check staff phx awesom great traffic control general board,airline
3979,positiva,will,airline
3980,positiva,kind respons acknowledg apolog a long southwestrock,airline
3981,positiva,perfect work,airline
3982,positiva,best video teamspirit url,airline
3983,positiva,beauti day seattl url,airline
3984,positiva,shavon custom servic desk charlott fantast help smile evn sound long dayreward,airline
3985,positiva,yeah haha s expens will fun destinationd,airline
3986,positiva,a messag incred happi fast respons twitter custom care,airline
3987,positiva,messag ,airline
3988,positiva,contact offer a 1000 travel ceific companyairlin,airline
3989,positiva,worri time flew termin re,airline
3990,positiva,suppo padresst,airline
3991,positiva,send la destinationdragon tonight gon rock,airline
3992,positiva,appreci respons,airline
3993,positiva,,airline
3994,positiva, m enjoy flight re a great job today s tough make flight comfoabl,airline
3995,positiva,fabul plea,airline
3996,positiva,good militari folk s cold stloui sure enjoy flight url,airline
3997,positiva, love capt joe flight bos sfo 633 fun,airline
3998,positiva,appreciateyoucheck,airline
3999,positiva,flight 3056 hour long best flight ve kudo flight crew airlin general,airline
4000,negativa,nerv ,airline
4001,negativa,wait hour passeng left want wait 1am,airline
4002,negativa,gate iah time seat close flight peopl arriv wait,airline
4003,negativa,cool bag a bit longer baggag blue ball turn carousel s come ,airline
4004,negativa,n t hope a nicer flight time thing sold ticket connet,airline
4005,negativa,delay m plane connect a voucher,airline
4006,negativa,link current status flightsairpo fli bwi ewr mco morn n t problem snow,airline
4007,negativa,guy hour 2 phone hold 3am bc volum sho staf,airline
4008,negativa,2 messag sure,airline
4009,negativa,want bag benefit 25 price three ticket ad a card mp visa option,airline
4010,negativa,a flight attend n t room head bag carri save time,airline
4011,negativa,wait a repli,airline
4012,negativa,item sentiment m heabroken miss,airline
4013,negativa,stuck sju hour answer tough luv sw respons bad,airline
4014,negativa,ryousuppos chang flight whenyouca n t reserv onehouronhold,airline
4015,negativa,offici worst delay help airlin misfoun fli,airline
4016,negativa,wo n t answer phone horribleservic neveragain frustrat answehephon,airline
4017,negativa,reserv hold 2 hour hang upsmh ,airline
4018,negativa,flight cancel flightl wo n t book onlin wait time phone long help,airline
4019,negativa,allow passeng 2 harassyouaft gate agent mistakefuri 6yo scare,airline
4020,negativa,unhelp n t book onlin url,airline
4021,negativa,sit plane airplan wait door open cater stock delay n t nicer,airline
4022,negativa,a flight delay pilot oversleep uncontrol irregular elig delay compens,airline
4023,negativa,choic pay 50 airpo hope will treat better a rep,airline
4024,negativa,hold 2 hour hung 3 cancel flightl flight run daycar kid trap,airline
4025,negativa,call work s fault m late flight,airline
4026,negativa,guy jack price price go lower smh,airline
4027,negativa,hold gold reserv 3 hour flight cancel flightl book,airline
4028,negativa,2pm flight fll phl connect man delay earlier,airline
4029,negativa,husband hold 25 hr disconnectednew wait 30 min n t confirm re fact book nut,airline
4030,negativa,broken enteain system 8 hour nyc flight terribl cabin crew servic onlin complaint form wo n t work hopeless,airline
4031,negativa,night wait forev gate corpor dispatch forgot call crew unfriendlyski,airline
4032,negativa,hope answer phone today,airline
4033,negativa,hold gt 30 minut cancel flightl flight talk flight,airline
4034,negativa, ridicul fli outdat 757s btwn iah sfo power po wifi person enteain tour,airline
4035,negativa,4 time ve arriv gate block a slow depa plane lead 30 60 min delay,airline
4036,negativa,busi usual meant drop bulli mental foster inspir a greater busi employeerel,airline
4037,negativa,servic aw boston pay 25 extra dollar suppos dissatisfi mad,airline
4038,negativa,guy real ve hold 4 hour includ hangup reach ,airline
4039,negativa,great job today ruin 45 peopl s vacat incompet pilot staff miss flight,airline
4040,negativa,n t updat flight onlin bc s cancel flight go hour 2 hold,airline
4041,negativa, m show flight 4720 delay board pas good seat,airline
4042,negativa,provid direct email explain,airline
4043,negativa,book onlin pay 200 differ price help,airline
4044,negativa,cancel flightl flight bna today hold hour frustrat,airline
4045,negativa, flight cancel flightl 5 minut autom question phone a busi signal help,airline
4046,negativa, s cancel flight sm respons slow,airline
4047,negativa,hi my flight bna lga cancel flight morn 1814 flight bna chanc,airline
4048,negativa,4 hour coin understand higher call volum unaccept,airline
4049,negativa,updat flight 464 3574 hold 2 hour,airline
4050,negativa,worst custom servic airlin ve flown,airline
4051,negativa,onlin told call bc modif reserv hold 2 hour,airline
4052,negativa,discount three delay,airline
4053,negativa,thrill carri check will nasti gate agent entir empti bin board,airline
4054,negativa,n t hold wait speak someon awesom,airline
4055,negativa,compani club power moar power insuffici outlet roadwarrior ,airline
4056,negativa,2 hour hold 2 hour life n t url,airline
4057,negativa,bad m memo reserv modif prevent chang onlin fustur,airline
4058,negativa,today s compani flight 918 nyc gt bos delay app time websit s,airline
4059,negativa,suppos a carri pittsburgh come boston a carri,airline
4060,negativa,n t group sit window seat 40 overheard,airline
4061,negativa, file a repo atlanta bag charlott nc 24 hour late flightr n t find luggag,airline
4062,negativa,take a month,airline
4063,negativa,spirit gem air travel n t handl winter storm well,airline
4064,negativa, ve flown 4 time 3 week 3 experi incl today clusterfuck,airline
4065,negativa,chairman phone number,airline
4066,negativa,board plane 1st time 6happy0 11happy0 m sta,airline
4067,negativa,well 1145am email 11am flight delay that,airline
4068,negativa,mot refund,airline
4069,negativa, m a list prefer custom loyal swa inflight wifi better today 4 year ago,airline
4070,negativa,custom destin help airlin flight 3 day,airline
4071,negativa,bad coffe juic getphilz compani termin sfo airpo url,airline
4072,negativa,2 a 5 flight bos charlott cancel flightl gate 1 ,airline
4073,negativa,iah hnl direct weather delay sfo leg reactiv proactiv,airline
4074,negativa,hell m wait hung speak 2 rudeservic peopl,airline
4075,negativa,n t ve servic desk 1hr 12 spot,airline
4076,negativa,kudo rsw c crew re rout pax allevi sale grade eqp 800 500,airline
4077,negativa, s a disast sit runway bring plane gate smh,airline
4078,negativa,abil switch flight bag,airline
4079,negativa,expect tell agent book flight,airline
4080,negativa,custom servic horribl,airline
4081,negativa,flight cancel flightl reflight book problem onlin work second round hold 3 hr option,airline
4082,negativa,busi storm custom servic point getittogeth,airline
4083,negativa, s time websit btw,airline
4084,negativa,talk a dividend mile rep 2 day hold 2 hour day option,airline
4085,negativa,blow vacat n t today reserv lost 2 bag mine,airline
4086,negativa, ve hold hour 5957 type ridicul link cha rout time,airline
4087,negativa,kid oy,airline
4088,negativa,request reschedul custom servic a bad attitud today badservic,airline
4089,negativa,warm weather hub mexico n t lost bag hope attempt rectifi,airline
4090,negativa, ve hold custom servic hour help,airline
4091,negativa,today hold 30 min time thing n t live hold deal custom serv failur,airline
4092,negativa,info 24hrs luck flight dep today 2 chang 2 tomorrow thursday,airline
4093,negativa,n t leav airpo 2 bag philadelphia,airline
4094,negativa,consid ad ll call free featur suppo,airline
4095,negativa,first class cockup url,airline
4096,negativa,date nov foh s a disgrac,airline
4097,negativa,gold star compani chang flight connect n t accommod a late flightr arriv time not happi,airline
4098,negativa,phone confirm fund a cancel flightl reserv futur canyouhelp,airline
4099,negativa,arriv plane m sit offwish holdup,airline
4100,negativa,injur check yesterdayyoutold dr hold swa hour talk suggest,airline
4101,negativa,sat airpo 5 hr sit gate sigh,airline
4102,negativa,disconnect call 25 hour speak octaviannightmar,airline
4103,negativa,bump seet class cancel flightlat 24hrs a joke,airline
4104,negativa,repli 2 year ago direct area learn improv,airline
4105,negativa,butyoucld explain a disorgan ineffici compani sur unhappi employe stay busi,airline
4106,negativa, what aback respons flight attend respons squar passeng s shoulder ,airline
4107,negativa,phone disconnect queue answer phone simpli disconnect call,airline
4108,negativa,btw true remind flight staff check indic meal prefer reserv ,airline
4109,negativa,excus a poor websit flight book problem option year vacat fall ubett smth,airline
4110,negativa, s gist flight attend told,airline
4111,negativa, ve hold hour a half chang flight bna happi custom servic,airline
4112,negativa,cricket custom servic,airline
4113,negativa,flight reschedul flight form pit fll flight mechan problem delay hour miss connect,airline
4114,negativa,flight 2069 airplan charlott 3750 charlott birmingham 2 previous flight hsv cancel flightl,airline
4115,negativa,hold hournot cool guy,airline
4116,negativa,go connect charlott will drive funer,airline
4117,negativa,deal custom servic agent practic knowledgeprovid a direct contact,airline
4118,negativa,continu,airline
4119,negativa,disappoint custom servic flight cancel flightl airpo m lose 2 day trip,airline
4120,negativa,book split flight a pilot hour frustrat,airline
4121,negativa,contact email custom complaint,airline
4122,negativa,hundr peopl half desk man clt help,airline
4123,negativa,n t refer a number help asap,airline
4124,negativa,complet rip airway today fli airlin contact local news,airline
4125,negativa, small degre self interest rout time a year hate situat,airline
4126,negativa,flight delay 25 hour insan flight nyc,airline
4127,negativa,condescens a qualiti reward tone reek,airline
4128,negativa,charg a flight cancel flightl unbeliev unheard,airline
4129,negativa,step 1 cancel flight flight step 2 n t notifi custom step 3 charg food surviv wait brilliant,airline
4130,negativa,call y busi call late flightr terribl custom servic will,airline
4131,negativa,contac eyewit news ripoff cancel flight pay,airline
4132,negativa,reschedul a flight ve hold hour ridicul a best number call,airline
4133,negativa,fli lga dead winter jvstatus ewr airplan intellig option,airline
4134,negativa,manag contact fli a funer wo n t add pain 2 pay,airline
4135,negativa,feck guy cancel flightl flight ewr ric weather fine locat,airline
4136,negativa, seat fee m a 5am flight wave 10,airline
4137,negativa,drop a luggag iad 2 month ago repair damag n t heard ,airline
4138,negativa, m chang a famili vacat measl outbreak n t phone help,airline
4139,negativa,flight nashvill today kid airlin fli re frustrat,airline
4140,negativa,rude unhelp suggest catch a flight tomorrow suppos today 2 work wait,airline
4141,negativa,45min wait phone option a callback final hang phone die customerservic,airline
4142,negativa,flight logan n t manag 6 n t snow,airline
4143,negativa,spent 300 stay hotel night guy reschedul flight cancel flightat ve spent 500,airline
4144,negativa,biggest frustrat m longer check onlin flight 4 cancel flight,airline
4145,negativa,tell hotel foodso spend money guy connect,airline
4146,negativa,find ridicul ve tweet 350 est receiv respons 9 hour,airline
4147,negativa,book a flight yesterday receiv email confirm dividend number n t regist help,airline
4148,negativa,follow flight cancel flightl n t book onlin hold 2 hour love messag flight info,airline
4149,negativa,better hold flight tucson 5237 land houston hour delay minor comput problem,airline
4150,negativa,deni a rear face car seat ua5025 erj145 confirm actual polici,airline
4151,negativa,twitter n t messag follow twitter,airline
4152,negativa,twitter n t messag follow twitter,airline
4153,negativa,tip a hotel airlin wo n t told d flight,airline
4154,negativa,deal a cancel flightl flight night book a 615 flight wouldv ella perform lol,airline
4155,negativa,cours help ve messag ladi gent day solut hope best lax,airline
4156,negativa, s a consol bag a real impedi go a vacat,airline
4157,negativa, m go stuck pay a hotel room denver winter cloth dime guess ll,airline
4158,negativa,miss reserv a cancel flightl flight class tomorrow custom happi,airline
4159,negativa,group cancel flightlat fee waiv n t ticket book 218 rep help ,airline
4160,negativa,request a refund flight cancel flightl morn weather,airline
4161,negativa,costum servic suck wait a week a respons,airline
4162,negativa,add dog flight n t,airline
4163,negativa,issu peopl r nice storm email wrong phone number auto book flight connect citi,airline
4164,negativa,spend afternoon mia fault loung inconveni,airline
4165,negativa,miser trip lost bag sat mon lost ship 2nd day ground tue return flight,airline
4166,negativa,late flight brave weather 40 passeng wait a flight crew,airline
4167,negativa,mother s flight delay phl ord re gate refus upgrad a platinum blegh,airline
4168,negativa,cust serv rep unabl chang reserv system check unawar cancel flight word night,airline
4169,negativa,flight 6000 schedul 1pm depaur time plane gate updat long a delay,airline
4170,negativa,fast excus servic big hub outdat craft southwest wifi aw,airline
4171,negativa,plane come delay 7 hour plane,airline
4172,negativa,serious s accept time expens n t fault,airline
4173,negativa,paid fee hotel food chang flown a reliabl airlin no2compani,airline
4174,negativa,travel pwm atl sunday flight cancel flightl flight cancel flightl disconnect reflight book problem,airline
4175,negativa,yeah bruh bool y niggaz hire worker time imma forc ta disrespect,airline
4176,negativa,bag ding,airline
4177,negativa,kid need help yesterday m land wait connect will fli southwest,airline
4178,negativa,flight cancel flightl bna reschedul travel fund account futur,airline
4179,negativa,second day attempt leav iad m plane delay mechan issu hour delay,airline
4180,negativa,worst custom servic terribl attitud n t care big a storm employe attitud adjust,airline
4181,negativa,1591 wi fi broken plane outag 1618 friday southwest plane compani n t,airline
4182,negativa,mood light point reclin seat kickin fe,airline
4183,negativa, s nice a flight level consist servic flight attend qualiti control,airline
4184,negativa,48 hour late flightr idea will fli compani help,airline
4185,negativa,eventu flight cancel flightl decid drive hold process refund,airline
4186,negativa,accommod loyal custom happi,airline
4187,negativa,2 hour hold cancel flight a flight a refund airlin oper,airline
4188,negativa,flt 648 buf mco conf fgkxv5 reimburs car 587701925count cancel flight,airline
4189,negativa,a joke a compani today remind book,airline
4190,negativa,send a number call talk a person hold,airline
4191,negativa,book flight board bham,airline
4192,negativa,guidanc call phone log onlin 3 minut,airline
4193,negativa,cancel flightlat a link book initi storm issu,airline
4194,negativa,direct flight iah honolulu 3rd attempt 3 year 3rd delay 7 meal voucher wow custom servic,airline
4195,negativa,help set a callback today,airline
4196,negativa,person talk n t onlin charg pa,airline
4197,negativa,newark land 15 minut earli lose time wait tarmac a gate,airline
4198,negativa,glitch websit flight book problem travel check ur site airpo communic a nightmar,airline
4199,negativa, n t book flight hold ,airline
4200,negativa,terribl inspir call custom servic futur,airline
4201,negativa,miss funer a train newark,airline
4202,negativa,current bring 3 year bathroom m rush flight attend,airline
4203,negativa,n t reach n t mind hold wo n t,airline
4204,negativa,r book conflict info abt baggag extra plane batteri hand comp amessageir club 9 hr wait,airline
4205,negativa,willmak sure horribl experi will post busi,airline
4206,negativa,refund request function url brokeni a time error,airline
4207,negativa,heard apolog 45 time gt 60 min hold fli airpo a time delay,airline
4208,negativa,30 year fli piss incid flight,airline
4209,negativa,hog flight m wait a bus plane leav min,airline
4210,negativa,speciifc email 1500 charact limit complaint aaus custom complaint adopt twitter model,airline
4211,negativa,figur delay list 2 hr great cheer,airline
4212,negativa,team carri on plane,airline
4213,negativa,understand a delay stuck plane longer flight unaccept,airline
4214,negativa,hey swair a tour board flight 1971 gate agent board assist folk a time,airline
4215,negativa,4 day cancel flightat driven 3 airpo 3 state spent gas flight,airline
4216,negativa,flight tomorrow morn idea bna will open morn flight,airline
4217,negativa,bestyoucould do i refund 2 bill cycl month ofyouguy chanc m,airline
4218,negativa,super disappoint today time ve stress book a flight airlin airpo,airline
4219,negativa,a problem websit make chang app site unspecifi error,airline
4220,negativa,yall bitti plane fli boston hate plane,airline
4221,negativa,youlost bag refund bag fee sen call cust svc,airline
4222,negativa,aforement pilot sure merg patron hit hoodlum url,airline
4223,negativa,gate agent gon flight time 5 minut depaur time previous flight plane,airline
4224,negativa,buy earli bird pointless move a diff flight bc delay lost board posit,airline
4225,negativa,money re sit runway a 2 hour delay wait baggag load,airline
4226,negativa,earlier reflight book problem flight m n t a screencap unspecifi error call swa,airline
4227,negativa,woman work counter philli 630 fire bad weather passeng,airline
4228,negativa,1 refus board nexus nexus confirm refus,airline
4229,negativa,117 day,airline
4230,negativa, m shot n t find a flight arriv busi san thu,airline
4231,negativa,horrend pull shit,airline
4232,negativa,2 employe yell 3 employe stood whisper point counter,airline
4233,negativa,nexus confirm cross air car boat travel nexus,airline
4234,negativa,flight book problem a flight credit a cancel flightl flight n t phone n t book onlin help,airline
4235,negativa,cross 4 prior time carrier issu karen rude untrain unhelp spoke,airline
4236,negativa,ive airlin great sour experi hope s time,airline
4237,negativa,karen unhelp rude call compani time told board karen accept,airline
4238,negativa,will updat websit current flight status updat custom servic phone thx,airline
4239,negativa, spent 87 minut count hold today 48 minut 43rd min,airline
4240,negativa,airlin fli bna today,airline
4241,negativa,wait luggag flight 1923 a delay,airline
4242,negativa,couldwant call n t internet a reserv site wo n t work chrome comput,airline
4243,negativa,45 minut arriv bag peopl ua469 den ewr long wait a ual rep,airline
4244,negativa,futur a better harsh weather prepared plan staff call snowbal,airline
4245,negativa,hold call kick offcal 3 6 phonedi alistpref url,airline
4246,negativa,entir flight luggag miss dca hour,airline
4247,negativa,n t matter direct s principl matter gate check stroller,airline
4248,negativa,recommend upgrad ivr call email text a caller,airline
4249,negativa,super frustrat folk compani ticket counter pittsburg n t honor medium rate companyfail,airline
4250,negativa,onboard wifi bad s 20 minut send tweet work tabl disappoint,airline
4251,negativa,flight miami will airlin,airline
4252,negativa,receiv email wreso s email n t associ swa account cc info sister fraud messag,airline
4253,negativa,ric tonight ve ewr 24hrs,airline
4254,negativa, late flightst flight experi worst 2 hour runway wifi tv work proper,airline
4255,negativa,auto callback n t wait hold,airline
4256,negativa,gate agent re rout imposs itinerari find a airlin super bum,airline
4257,negativa,flight 441 24 delay three hour pilot,airline
4258,negativa,good thing notic re rout 7 total passeng imposs tripl connect well,airline
4259,negativa, m person ve sit denver three hour a plane,airline
4260,negativa, send a phone refund depament submit claim email success,airline
4261,negativa,learn famous apolog social medium market twitter asset jet blue,airline
4262,negativa,pm number lodg formal complaint thx,airline
